DATA,CNPJ,MARCA,MODELO,CATEGORIA,VENDAS_UNIDADES,PRECO_MEDIO,ESTOQUE_DISPONIVEL,EM_PROMOCAO
8/1/2025,68.294.747/0001-22,Samsung,Galaxy Watch 7,Smartwatch,15,7122,126,SIM
8/1/2025,68.294.747/0001-22,Apple,Apple Watch X,Smartwatch,8,6735,54,NAO
8/1/2025,68.294.747/0001-22,JBL,Tune 720BT,Fone de Ouvido,18,5172,103,NAO
8/1/2025,68.294.747/0001-22,Sony,WH-1000XM6,Fone de Ouvido,5,1987,46,SIM
8/1/2025,16.315.343/0001-96,Samsung,Galaxy S25,Smartphone,10,6046,48,NAO
8/1/2025,16.315.343/0001-96,Apple,iPhone 16 Pro,Smartphone,14,6575,146,NAO
8/1/2025,16.315.343/0001-96,OPPO,Find X7,Smartphone,1,4252,29,NAO
8/1/2025,16.315.343/0001-96,Xiaomi,14 Ultra,Smartphone,5,4216,135,NAO
8/1/2025,16.315.343/0001-96,Motorola,Edge 50,Smartphone,8,8548,52,NAO
8/1/2025,16.315.343/0001-96,Google,Pixel 9 Pro,Smartphone,8,5106,106,NAO
8/1/2025,16.315.343/0001-96,OnePlus,13 Pro,Smartphone,15,4562,77,NAO
8/1/2025,16.315.343/0001-96,Samsung,Galaxy Tab S9,Tablet,1,4458,97,NAO
8/1/2025,16.315.343/0001-96,Apple,iPad Pro M3,Tablet,1,4290,93,NAO
8/1/2025,16.315.343/0001-96,Samsung,Galaxy Watch 7,Smartwatch,1,3982,58,NAO
8/1/2025,16.315.343/0001-96,Apple,Apple Watch X,Smartwatch,11,3826,41,NAO
8/1/2025,16.315.343/0001-96,JBL,Tune 720BT,Fone de Ouvido,3,5186,140,NAO
8/1/2025,16.315.343/0001-96,Sony,WH-1000XM6,Fone de Ouvido,17,7836,90,NAO
8/1/2025,53.389.322/0001-95,Samsung,Galaxy S25,Smartphone,19,3400,33,NAO
8/1/2025,53.389.322/0001-95,Apple,iPhone 16 Pro,Smartphone,9,3591,18,NAO
8/1/2025,53.389.322/0001-95,OPPO,Find X7,Smartphone,11,2442,51,NAO
8/1/2025,53.389.322/0001-95,Xiaomi,14 Ultra,Smartphone,19,8722,71,NAO
8/1/2025,53.389.322/0001-95,Motorola,Edge 50,Smartphone,19,4904,140,NAO
8/1/2025,53.389.322/0001-95,Google,Pixel 9 Pro,Smartphone,9,8430,56,NAO
8/1/2025,53.389.322/0001-95,OnePlus,13 Pro,Smartphone,20,7947,58,NAO
8/1/2025,53.389.322/0001-95,Samsung,Galaxy Tab S9,Tablet,18,7845,142,SIM
8/1/2025,53.389.322/0001-95,Apple,iPad Pro M3,Tablet,8,4893,55,NAO
8/1/2025,53.389.322/0001-95,Samsung,Galaxy Watch 7,Smartwatch,4,3361,107,NAO
8/1/2025,53.389.322/0001-95,Apple,Apple Watch X,Smartwatch,17,8590,109,SIM
8/1/2025,53.389.322/0001-95,JBL,Tune 720BT,Fone de Ouvido,16,5992,44,NAO
8/1/2025,53.389.322/0001-95,Sony,WH-1000XM6,Fone de Ouvido,3,2131,66,NAO
8/1/2025,16.373.787/0001-81,Samsung,Galaxy S25,Smartphone,12,7956,66,NAO
8/1/2025,16.373.787/0001-81,Apple,iPhone 16 Pro,Smartphone,12,6937,49,NAO
8/1/2025,16.373.787/0001-81,OPPO,Find X7,Smartphone,9,6042,94,NAO
8/1/2025,16.373.787/0001-81,Xiaomi,14 Ultra,Smartphone,11,7278,136,NAO
8/1/2025,16.373.787/0001-81,Motorola,Edge 50,Smartphone,6,8917,131,NAO
8/1/2025,16.373.787/0001-81,Google,Pixel 9 Pro,Smartphone,5,5732,137,NAO
8/1/2025,16.373.787/0001-81,OnePlus,13 Pro,Smartphone,15,7999,110,NAO
8/1/2025,16.373.787/0001-81,Samsung,Galaxy Tab S9,Tablet,9,2347,27,NAO
8/1/2025,16.373.787/0001-81,Apple,iPad Pro M3,Tablet,1,1522,17,NAO
8/1/2025,16.373.787/0001-81,Samsung,Galaxy Watch 7,Smartwatch,12,8737,65,NAO
8/1/2025,16.373.787/0001-81,Apple,Apple Watch X,Smartwatch,2,3881,20,NAO
8/1/2025,16.373.787/0001-81,JBL,Tune 720BT,Fone de Ouvido,20,6444,11,NAO
8/1/2025,16.373.787/0001-81,Sony,WH-1000XM6,Fone de Ouvido,1,2070,133,NAO
8/1/2025,60.672.231/0001-89,Samsung,Galaxy S25,Smartphone,7,8623,65,NAO
8/1/2025,60.672.231/0001-89,Apple,iPhone 16 Pro,Smartphone,7,4281,16,NAO
8/1/2025,60.672.231/0001-89,OPPO,Find X7,Smartphone,16,8723,17,NAO
8/1/2025,60.672.231/0001-89,Xiaomi,14 Ultra,Smartphone,10,5990,128,NAO
8/1/2025,60.672.231/0001-89,Motorola,Edge 50,Smartphone,1,8392,90,NAO
8/1/2025,60.672.231/0001-89,Google,Pixel 9 Pro,Smartphone,4,8198,59,NAO
8/1/2025,60.672.231/0001-89,OnePlus,13 Pro,Smartphone,10,5670,103,SIM
8/1/2025,60.672.231/0001-89,Samsung,Galaxy Tab S9,Tablet,7,1831,137,NAO
8/1/2025,60.672.231/0001-89,Apple,iPad Pro M3,Tablet,5,7578,46,NAO
8/1/2025,60.672.231/0001-89,Samsung,Galaxy Watch 7,Smartwatch,2,2064,50,NAO
8/1/2025,60.672.231/0001-89,Apple,Apple Watch X,Smartwatch,6,4317,12,NAO
8/1/2025,60.672.231/0001-89,JBL,Tune 720BT,Fone de Ouvido,9,8148,135,NAO
8/1/2025,60.672.231/0001-89,Sony,WH-1000XM6,Fone de Ouvido,3,4958,32,NAO
8/1/2025,70.574.248/0001-34,Samsung,Galaxy S25,Smartphone,1,5604,20,NAO
8/1/2025,70.574.248/0001-34,Apple,iPhone 16 Pro,Smartphone,19,3684,103,NAO
8/1/2025,70.574.248/0001-34,OPPO,Find X7,Smartphone,3,3401,77,NAO
8/1/2025,70.574.248/0001-34,Xiaomi,14 Ultra,Smartphone,13,3958,98,SIM
8/1/2025,70.574.248/0001-34,Motorola,Edge 50,Smartphone,17,6449,101,SIM
8/1/2025,70.574.248/0001-34,Google,Pixel 9 Pro,Smartphone,2,3641,30,NAO
8/1/2025,70.574.248/0001-34,OnePlus,13 Pro,Smartphone,7,7316,100,NAO
8/1/2025,70.574.248/0001-34,Samsung,Galaxy Tab S9,Tablet,15,3336,130,NAO
8/1/2025,70.574.248/0001-34,Apple,iPad Pro M3,Tablet,14,8426,106,NAO
8/1/2025,70.574.248/0001-34,Samsung,Galaxy Watch 7,Smartwatch,12,3783,132,NAO
8/1/2025,70.574.248/0001-34,Apple,Apple Watch X,Smartwatch,12,5834,102,NAO
8/1/2025,70.574.248/0001-34,JBL,Tune 720BT,Fone de Ouvido,6,2984,60,NAO
8/1/2025,70.574.248/0001-34,Sony,WH-1000XM6,Fone de Ouvido,7,3763,25,NAO
8/1/2025,94.613.599/0001-18,Samsung,Galaxy S25,Smartphone,7,7687,14,NAO
8/1/2025,94.613.599/0001-18,Apple,iPhone 16 Pro,Smartphone,7,4357,78,SIM
8/1/2025,94.613.599/0001-18,OPPO,Find X7,Smartphone,1,2283,103,NAO
8/1/2025,94.613.599/0001-18,Xiaomi,14 Ultra,Smartphone,4,2280,145,NAO
8/1/2025,94.613.599/0001-18,Motorola,Edge 50,Smartphone,15,8699,106,SIM
8/1/2025,94.613.599/0001-18,Google,Pixel 9 Pro,Smartphone,4,7361,119,NAO
8/1/2025,94.613.599/0001-18,OnePlus,13 Pro,Smartphone,1,5381,130,NAO
8/1/2025,94.613.599/0001-18,Samsung,Galaxy Tab S9,Tablet,2,8801,19,NAO
8/1/2025,94.613.599/0001-18,Apple,iPad Pro M3,Tablet,10,2557,81,NAO
8/1/2025,94.613.599/0001-18,Samsung,Galaxy Watch 7,Smartwatch,7,4634,64,NAO
8/1/2025,94.613.599/0001-18,Apple,Apple Watch X,Smartwatch,20,6218,96,NAO
8/1/2025,94.613.599/0001-18,JBL,Tune 720BT,Fone de Ouvido,9,5163,40,NAO
8/1/2025,94.613.599/0001-18,Sony,WH-1000XM6,Fone de Ouvido,6,3136,59,NAO
8/1/2025,74.829.418/0001-15,Samsung,Galaxy S25,Smartphone,3,2361,69,NAO
8/1/2025,74.829.418/0001-15,Apple,iPhone 16 Pro,Smartphone,6,6620,88,NAO
8/1/2025,74.829.418/0001-15,OPPO,Find X7,Smartphone,2,1962,91,NAO
8/1/2025,74.829.418/0001-15,Xiaomi,14 Ultra,Smartphone,11,4684,58,NAO
8/1/2025,74.829.418/0001-15,Motorola,Edge 50,Smartphone,6,2397,42,NAO
8/1/2025,74.829.418/0001-15,Google,Pixel 9 Pro,Smartphone,1,6708,136,NAO
8/1/2025,74.829.418/0001-15,OnePlus,13 Pro,Smartphone,12,4440,95,NAO
8/1/2025,74.829.418/0001-15,Samsung,Galaxy Tab S9,Tablet,8,6943,37,NAO
8/1/2025,74.829.418/0001-15,Apple,iPad Pro M3,Tablet,2,2059,101,NAO
8/1/2025,74.829.418/0001-15,Samsung,Galaxy Watch 7,Smartwatch,19,6839,20,NAO
8/1/2025,74.829.418/0001-15,Apple,Apple Watch X,Smartwatch,20,6679,33,SIM
8/1/2025,74.829.418/0001-15,JBL,Tune 720BT,Fone de Ouvido,20,6933,92,NAO
8/1/2025,74.829.418/0001-15,Sony,WH-1000XM6,Fone de Ouvido,2,6796,15,NAO
8/1/2025,75.484.704/0001-32,Samsung,Galaxy S25,Smartphone,14,6690,72,NAO
8/1/2025,75.484.704/0001-32,Apple,iPhone 16 Pro,Smartphone,1,6078,68,NAO
8/1/2025,75.484.704/0001-32,OPPO,Find X7,Smartphone,9,8832,121,NAO
8/1/2025,75.484.704/0001-32,Xiaomi,14 Ultra,Smartphone,9,8875,65,NAO
8/1/2025,75.484.704/0001-32,Motorola,Edge 50,Smartphone,17,1734,34,NAO
8/1/2025,75.484.704/0001-32,Google,Pixel 9 Pro,Smartphone,13,2451,130,NAO
8/1/2025,75.484.704/0001-32,OnePlus,13 Pro,Smartphone,5,6929,17,NAO
8/1/2025,75.484.704/0001-32,Samsung,Galaxy Tab S9,Tablet,3,3664,103,NAO
8/1/2025,75.484.704/0001-32,Apple,iPad Pro M3,Tablet,4,5358,104,SIM
8/1/2025,75.484.704/0001-32,Samsung,Galaxy Watch 7,Smartwatch,7,7359,14,NAO
8/1/2025,75.484.704/0001-32,Apple,Apple Watch X,Smartwatch,8,3817,86,SIM
8/1/2025,75.484.704/0001-32,JBL,Tune 720BT,Fone de Ouvido,13,2367,36,NAO
8/1/2025,75.484.704/0001-32,Sony,WH-1000XM6,Fone de Ouvido,6,8948,128,NAO
8/1/2025,87.555.265/0001-70,Samsung,Galaxy S25,Smartphone,12,7959,112,NAO
8/1/2025,87.555.265/0001-70,Apple,iPhone 16 Pro,Smartphone,11,7702,67,NAO
8/1/2025,87.555.265/0001-70,OPPO,Find X7,Smartphone,5,5086,139,SIM
8/1/2025,87.555.265/0001-70,Xiaomi,14 Ultra,Smartphone,13,3115,44,SIM
8/1/2025,87.555.265/0001-70,Motorola,Edge 50,Smartphone,14,6417,133,NAO
8/1/2025,87.555.265/0001-70,Google,Pixel 9 Pro,Smartphone,11,7007,105,NAO
8/1/2025,87.555.265/0001-70,OnePlus,13 Pro,Smartphone,16,8273,104,NAO
8/1/2025,87.555.265/0001-70,Samsung,Galaxy Tab S9,Tablet,7,6423,60,NAO
8/1/2025,87.555.265/0001-70,Apple,iPad Pro M3,Tablet,1,3099,109,NAO
8/1/2025,87.555.265/0001-70,Samsung,Galaxy Watch 7,Smartwatch,3,8953,87,SIM
8/1/2025,87.555.265/0001-70,Apple,Apple Watch X,Smartwatch,10,4321,46,NAO
8/1/2025,87.555.265/0001-70,JBL,Tune 720BT,Fone de Ouvido,18,6247,98,SIM
8/1/2025,87.555.265/0001-70,Sony,WH-1000XM6,Fone de Ouvido,2,5370,102,NAO
8/1/2025,31.435.238/0001-95,Samsung,Galaxy S25,Smartphone,6,7266,48,NAO
8/1/2025,31.435.238/0001-95,Apple,iPhone 16 Pro,Smartphone,14,3396,100,SIM
8/1/2025,31.435.238/0001-95,OPPO,Find X7,Smartphone,7,5072,75,NAO
8/1/2025,31.435.238/0001-95,Xiaomi,14 Ultra,Smartphone,1,3108,38,NAO
8/1/2025,31.435.238/0001-95,Motorola,Edge 50,Smartphone,11,7752,101,NAO
8/1/2025,31.435.238/0001-95,Google,Pixel 9 Pro,Smartphone,7,6407,103,NAO
8/1/2025,31.435.238/0001-95,OnePlus,13 Pro,Smartphone,2,8578,12,NAO
8/1/2025,31.435.238/0001-95,Samsung,Galaxy Tab S9,Tablet,15,6052,36,NAO
8/1/2025,31.435.238/0001-95,Apple,iPad Pro M3,Tablet,15,6666,23,SIM
8/1/2025,31.435.238/0001-95,Samsung,Galaxy Watch 7,Smartwatch,9,8850,50,NAO
8/1/2025,31.435.238/0001-95,Apple,Apple Watch X,Smartwatch,19,6523,68,NAO
8/1/2025,31.435.238/0001-95,JBL,Tune 720BT,Fone de Ouvido,2,5133,97,NAO
8/1/2025,31.435.238/0001-95,Sony,WH-1000XM6,Fone de Ouvido,14,7986,89,NAO
8/1/2025,88.471.529/0001-45,Samsung,Galaxy S25,Smartphone,12,7563,65,NAO
8/1/2025,88.471.529/0001-45,Apple,iPhone 16 Pro,Smartphone,18,8919,68,NAO
8/1/2025,88.471.529/0001-45,OPPO,Find X7,Smartphone,12,7714,117,NAO
8/1/2025,88.471.529/0001-45,Xiaomi,14 Ultra,Smartphone,16,8452,134,NAO
8/1/2025,88.471.529/0001-45,Motorola,Edge 50,Smartphone,3,6342,114,NAO
8/1/2025,88.471.529/0001-45,Google,Pixel 9 Pro,Smartphone,4,6329,126,NAO
8/1/2025,88.471.529/0001-45,OnePlus,13 Pro,Smartphone,8,3203,37,NAO
8/1/2025,88.471.529/0001-45,Samsung,Galaxy Tab S9,Tablet,5,5310,145,SIM
8/1/2025,88.471.529/0001-45,Apple,iPad Pro M3,Tablet,9,3540,23,SIM
8/1/2025,88.471.529/0001-45,Samsung,Galaxy Watch 7,Smartwatch,7,5182,130,SIM
8/1/2025,88.471.529/0001-45,Apple,Apple Watch X,Smartwatch,19,3086,48,NAO
8/1/2025,88.471.529/0001-45,JBL,Tune 720BT,Fone de Ouvido,2,8471,62,NAO
8/1/2025,88.471.529/0001-45,Sony,WH-1000XM6,Fone de Ouvido,12,5079,27,NAO
8/1/2025,69.868.517/0001-68,Samsung,Galaxy S25,Smartphone,3,4975,38,NAO
8/1/2025,69.868.517/0001-68,Apple,iPhone 16 Pro,Smartphone,2,5343,69,NAO
8/1/2025,69.868.517/0001-68,OPPO,Find X7,Smartphone,2,3797,15,NAO
8/1/2025,69.868.517/0001-68,Xiaomi,14 Ultra,Smartphone,6,6199,13,NAO
8/1/2025,69.868.517/0001-68,Motorola,Edge 50,Smartphone,11,2649,124,NAO
8/1/2025,69.868.517/0001-68,Google,Pixel 9 Pro,Smartphone,5,2877,18,NAO
8/1/2025,69.868.517/0001-68,OnePlus,13 Pro,Smartphone,9,5876,137,NAO
8/1/2025,69.868.517/0001-68,Samsung,Galaxy Tab S9,Tablet,4,8155,113,NAO
8/1/2025,69.868.517/0001-68,Apple,iPad Pro M3,Tablet,7,8971,101,NAO
8/1/2025,69.868.517/0001-68,Samsung,Galaxy Watch 7,Smartwatch,1,4318,33,SIM
8/1/2025,69.868.517/0001-68,Apple,Apple Watch X,Smartwatch,6,6373,140,NAO
8/1/2025,69.868.517/0001-68,JBL,Tune 720BT,Fone de Ouvido,13,7486,48,SIM
8/1/2025,69.868.517/0001-68,Sony,WH-1000XM6,Fone de Ouvido,3,2518,60,NAO
8/1/2025,55.231.713/0001-88,Samsung,Galaxy S25,Smartphone,4,7136,135,NAO
8/1/2025,55.231.713/0001-88,Apple,iPhone 16 Pro,Smartphone,6,8735,12,NAO
8/1/2025,55.231.713/0001-88,OPPO,Find X7,Smartphone,12,8592,19,NAO
8/1/2025,55.231.713/0001-88,Xiaomi,14 Ultra,Smartphone,18,7246,11,NAO
8/1/2025,55.231.713/0001-88,Motorola,Edge 50,Smartphone,2,5189,107,SIM
8/1/2025,55.231.713/0001-88,Google,Pixel 9 Pro,Smartphone,18,4396,69,NAO
8/1/2025,55.231.713/0001-88,OnePlus,13 Pro,Smartphone,14,3213,121,NAO
8/1/2025,55.231.713/0001-88,Samsung,Galaxy Tab S9,Tablet,7,6154,83,NAO
8/1/2025,55.231.713/0001-88,Apple,iPad Pro M3,Tablet,3,6253,10,NAO
8/1/2025,55.231.713/0001-88,Samsung,Galaxy Watch 7,Smartwatch,16,8235,89,SIM
8/1/2025,55.231.713/0001-88,Apple,Apple Watch X,Smartwatch,16,6689,74,NAO
8/1/2025,55.231.713/0001-88,JBL,Tune 720BT,Fone de Ouvido,6,7888,23,NAO
8/1/2025,55.231.713/0001-88,Sony,WH-1000XM6,Fone de Ouvido,19,2603,134,NAO
8/1/2025,61.207.314/0001-25,Samsung,Galaxy S25,Smartphone,15,8838,57,NAO
8/1/2025,61.207.314/0001-25,Apple,iPhone 16 Pro,Smartphone,11,7228,91,NAO
8/1/2025,61.207.314/0001-25,OPPO,Find X7,Smartphone,1,7592,78,NAO
8/1/2025,61.207.314/0001-25,Xiaomi,14 Ultra,Smartphone,15,1756,125,NAO
8/1/2025,61.207.314/0001-25,Motorola,Edge 50,Smartphone,13,8464,23,NAO
8/1/2025,61.207.314/0001-25,Google,Pixel 9 Pro,Smartphone,4,7296,48,NAO
8/1/2025,61.207.314/0001-25,OnePlus,13 Pro,Smartphone,5,3901,115,NAO
8/1/2025,61.207.314/0001-25,Samsung,Galaxy Tab S9,Tablet,18,6331,78,NAO
8/1/2025,61.207.314/0001-25,Apple,iPad Pro M3,Tablet,15,4900,63,SIM
8/1/2025,61.207.314/0001-25,Samsung,Galaxy Watch 7,Smartwatch,7,1848,67,NAO
8/1/2025,61.207.314/0001-25,Apple,Apple Watch X,Smartwatch,18,8507,28,SIM
8/1/2025,61.207.314/0001-25,JBL,Tune 720BT,Fone de Ouvido,15,5312,48,NAO
8/1/2025,61.207.314/0001-25,Sony,WH-1000XM6,Fone de Ouvido,6,8258,28,NAO
8/1/2025,23.364.504/0001-40,Samsung,Galaxy S25,Smartphone,13,7950,144,SIM
8/1/2025,23.364.504/0001-40,Apple,iPhone 16 Pro,Smartphone,12,6268,58,NAO
8/1/2025,23.364.504/0001-40,OPPO,Find X7,Smartphone,10,4362,75,SIM
8/1/2025,23.364.504/0001-40,Xiaomi,14 Ultra,Smartphone,7,7232,97,SIM
8/1/2025,23.364.504/0001-40,Motorola,Edge 50,Smartphone,14,7067,134,SIM
8/1/2025,23.364.504/0001-40,Google,Pixel 9 Pro,Smartphone,12,6799,127,NAO
8/1/2025,23.364.504/0001-40,OnePlus,13 Pro,Smartphone,9,7201,127,NAO
8/1/2025,23.364.504/0001-40,Samsung,Galaxy Tab S9,Tablet,4,6557,47,SIM
8/1/2025,23.364.504/0001-40,Apple,iPad Pro M3,Tablet,14,3641,147,SIM
8/1/2025,23.364.504/0001-40,Samsung,Galaxy Watch 7,Smartwatch,19,3803,92,NAO
8/1/2025,23.364.504/0001-40,Apple,Apple Watch X,Smartwatch,4,6654,132,NAO
8/1/2025,23.364.504/0001-40,JBL,Tune 720BT,Fone de Ouvido,2,3970,13,NAO
8/1/2025,23.364.504/0001-40,Sony,WH-1000XM6,Fone de Ouvido,12,7867,134,NAO
8/1/2025,39.790.476/0001-43,Samsung,Galaxy S25,Smartphone,9,3070,111,NAO
8/1/2025,39.790.476/0001-43,Apple,iPhone 16 Pro,Smartphone,14,4938,126,SIM
8/1/2025,39.790.476/0001-43,OPPO,Find X7,Smartphone,1,2981,37,NAO
8/1/2025,39.790.476/0001-43,Xiaomi,14 Ultra,Smartphone,19,5242,53,NAO
8/1/2025,39.790.476/0001-43,Motorola,Edge 50,Smartphone,16,6400,74,NAO
8/1/2025,39.790.476/0001-43,Google,Pixel 9 Pro,Smartphone,16,8797,126,SIM
8/1/2025,39.790.476/0001-43,OnePlus,13 Pro,Smartphone,17,4879,21,NAO
8/1/2025,39.790.476/0001-43,Samsung,Galaxy Tab S9,Tablet,16,8649,80,NAO
8/1/2025,39.790.476/0001-43,Apple,iPad Pro M3,Tablet,19,1500,120,SIM
8/1/2025,39.790.476/0001-43,Samsung,Galaxy Watch 7,Smartwatch,15,7344,120,NAO
8/1/2025,39.790.476/0001-43,Apple,Apple Watch X,Smartwatch,9,3692,64,NAO
8/1/2025,39.790.476/0001-43,JBL,Tune 720BT,Fone de Ouvido,13,3930,15,NAO
8/1/2025,39.790.476/0001-43,Sony,WH-1000XM6,Fone de Ouvido,3,4887,53,NAO
8/1/2025,74.400.454/0001-37,Samsung,Galaxy S25,Smartphone,19,5349,120,NAO
8/1/2025,74.400.454/0001-37,Apple,iPhone 16 Pro,Smartphone,18,3961,21,NAO
8/1/2025,74.400.454/0001-37,OPPO,Find X7,Smartphone,3,7790,100,NAO
8/1/2025,74.400.454/0001-37,Xiaomi,14 Ultra,Smartphone,11,4565,70,SIM
8/1/2025,74.400.454/0001-37,Motorola,Edge 50,Smartphone,4,5128,32,NAO
8/1/2025,74.400.454/0001-37,Google,Pixel 9 Pro,Smartphone,9,1833,113,NAO
8/1/2025,74.400.454/0001-37,OnePlus,13 Pro,Smartphone,6,6080,99,NAO
8/1/2025,74.400.454/0001-37,Samsung,Galaxy Tab S9,Tablet,6,6198,65,NAO
8/1/2025,74.400.454/0001-37,Apple,iPad Pro M3,Tablet,18,7812,43,NAO
8/1/2025,74.400.454/0001-37,Samsung,Galaxy Watch 7,Smartwatch,10,7313,110,NAO
8/1/2025,74.400.454/0001-37,Apple,Apple Watch X,Smartwatch,16,5661,10,NAO
8/1/2025,74.400.454/0001-37,JBL,Tune 720BT,Fone de Ouvido,14,8046,116,SIM
8/1/2025,74.400.454/0001-37,Sony,WH-1000XM6,Fone de Ouvido,18,2018,127,NAO
8/1/2025,62.672.109/0001-77,Samsung,Galaxy S25,Smartphone,6,2581,115,SIM
8/1/2025,62.672.109/0001-77,Apple,iPhone 16 Pro,Smartphone,2,3557,145,NAO
8/1/2025,62.672.109/0001-77,OPPO,Find X7,Smartphone,17,4504,102,NAO
8/1/2025,62.672.109/0001-77,Xiaomi,14 Ultra,Smartphone,3,2397,27,SIM
8/1/2025,62.672.109/0001-77,Motorola,Edge 50,Smartphone,8,6557,105,NAO
8/1/2025,62.672.109/0001-77,Google,Pixel 9 Pro,Smartphone,13,4876,136,SIM
8/1/2025,62.672.109/0001-77,OnePlus,13 Pro,Smartphone,14,3852,58,SIM
8/1/2025,62.672.109/0001-77,Samsung,Galaxy Tab S9,Tablet,15,6698,85,NAO
8/1/2025,62.672.109/0001-77,Apple,iPad Pro M3,Tablet,7,5676,127,NAO
8/1/2025,62.672.109/0001-77,Samsung,Galaxy Watch 7,Smartwatch,5,7675,83,SIM
8/1/2025,62.672.109/0001-77,Apple,Apple Watch X,Smartwatch,11,6001,65,NAO
8/1/2025,62.672.109/0001-77,JBL,Tune 720BT,Fone de Ouvido,16,2498,61,SIM
8/1/2025,62.672.109/0001-77,Sony,WH-1000XM6,Fone de Ouvido,17,2129,32,NAO
8/1/2025,26.198.509/0001-69,Samsung,Galaxy S25,Smartphone,1,7441,34,NAO
8/1/2025,26.198.509/0001-69,Apple,iPhone 16 Pro,Smartphone,7,6493,117,NAO
8/1/2025,26.198.509/0001-69,OPPO,Find X7,Smartphone,16,6452,10,NAO
8/1/2025,26.198.509/0001-69,Xiaomi,14 Ultra,Smartphone,12,7294,109,NAO
8/1/2025,26.198.509/0001-69,Motorola,Edge 50,Smartphone,10,5733,72,NAO
8/1/2025,26.198.509/0001-69,Google,Pixel 9 Pro,Smartphone,6,3452,111,NAO
8/1/2025,26.198.509/0001-69,OnePlus,13 Pro,Smartphone,19,2316,43,NAO
8/1/2025,26.198.509/0001-69,Samsung,Galaxy Tab S9,Tablet,20,8879,78,NAO
8/1/2025,26.198.509/0001-69,Apple,iPad Pro M3,Tablet,10,6980,117,NAO
8/1/2025,26.198.509/0001-69,Samsung,Galaxy Watch 7,Smartwatch,8,8033,121,NAO
8/1/2025,26.198.509/0001-69,Apple,Apple Watch X,Smartwatch,5,3065,47,NAO
8/1/2025,26.198.509/0001-69,JBL,Tune 720BT,Fone de Ouvido,4,3761,25,NAO
8/1/2025,26.198.509/0001-69,Sony,WH-1000XM6,Fone de Ouvido,16,8195,69,NAO
8/1/2025,71.837.272/0001-52,Samsung,Galaxy S25,Smartphone,7,2727,103,NAO
8/1/2025,71.837.272/0001-52,Apple,iPhone 16 Pro,Smartphone,15,6750,148,NAO
8/1/2025,71.837.272/0001-52,OPPO,Find X7,Smartphone,13,3310,123,NAO
8/1/2025,71.837.272/0001-52,Xiaomi,14 Ultra,Smartphone,11,6639,92,NAO
8/1/2025,71.837.272/0001-52,Motorola,Edge 50,Smartphone,4,7304,125,NAO
8/1/2025,71.837.272/0001-52,Google,Pixel 9 Pro,Smartphone,11,6923,32,NAO
8/1/2025,71.837.272/0001-52,OnePlus,13 Pro,Smartphone,6,7957,77,NAO
8/1/2025,71.837.272/0001-52,Samsung,Galaxy Tab S9,Tablet,15,6299,125,NAO
8/1/2025,71.837.272/0001-52,Apple,iPad Pro M3,Tablet,9,7641,38,NAO
8/1/2025,71.837.272/0001-52,Samsung,Galaxy Watch 7,Smartwatch,14,7096,71,NAO
8/1/2025,71.837.272/0001-52,Apple,Apple Watch X,Smartwatch,20,7731,42,SIM
8/1/2025,71.837.272/0001-52,JBL,Tune 720BT,Fone de Ouvido,17,3776,50,SIM
8/1/2025,71.837.272/0001-52,Sony,WH-1000XM6,Fone de Ouvido,18,2568,56,NAO
8/1/2025,33.633.783/0001-85,Samsung,Galaxy S25,Smartphone,7,4555,78,NAO
8/1/2025,33.633.783/0001-85,Apple,iPhone 16 Pro,Smartphone,10,7806,32,NAO
8/1/2025,33.633.783/0001-85,OPPO,Find X7,Smartphone,8,2404,144,SIM
8/1/2025,33.633.783/0001-85,Xiaomi,14 Ultra,Smartphone,13,3550,10,NAO
8/1/2025,33.633.783/0001-85,Motorola,Edge 50,Smartphone,2,8340,123,SIM
8/1/2025,33.633.783/0001-85,Google,Pixel 9 Pro,Smartphone,6,2917,52,NAO
8/1/2025,33.633.783/0001-85,OnePlus,13 Pro,Smartphone,14,1683,44,NAO
8/1/2025,33.633.783/0001-85,Samsung,Galaxy Tab S9,Tablet,12,8704,91,NAO
8/1/2025,33.633.783/0001-85,Apple,iPad Pro M3,Tablet,1,7868,139,NAO
8/1/2025,33.633.783/0001-85,Samsung,Galaxy Watch 7,Smartwatch,6,8016,116,NAO
8/1/2025,33.633.783/0001-85,Apple,Apple Watch X,Smartwatch,12,2433,144,NAO
8/1/2025,33.633.783/0001-85,JBL,Tune 720BT,Fone de Ouvido,12,3091,115,NAO
8/1/2025,33.633.783/0001-85,Sony,WH-1000XM6,Fone de Ouvido,8,3065,74,NAO
8/1/2025,44.140.454/0001-72,Samsung,Galaxy S25,Smartphone,9,6790,73,NAO
8/1/2025,44.140.454/0001-72,Apple,iPhone 16 Pro,Smartphone,2,3622,46,NAO
8/1/2025,44.140.454/0001-72,OPPO,Find X7,Smartphone,19,8115,104,NAO
8/1/2025,44.140.454/0001-72,Xiaomi,14 Ultra,Smartphone,9,7769,56,NAO
8/1/2025,44.140.454/0001-72,Motorola,Edge 50,Smartphone,17,4371,120,NAO
8/1/2025,44.140.454/0001-72,Google,Pixel 9 Pro,Smartphone,2,3225,99,NAO
8/1/2025,44.140.454/0001-72,OnePlus,13 Pro,Smartphone,7,3396,51,SIM
8/1/2025,44.140.454/0001-72,Samsung,Galaxy Tab S9,Tablet,6,1829,28,SIM
